price,Brand,Processor,Generation,RAM,ROM,Graphic Card
80690,Lenovo,Intel Core Ultra,,16 GB,1 TB SSD,0
52910,ASUS,Intel Core i5,12th Gen,16 GB,512 GB SSD,0
59500,HP,Intel Core i5,13th Gen,16 GB,512 GB SSD,0
92990,MSI,Intel Core i7,12th Gen,16 GB,512 GB SSD,8 GB Graphics/NVIDIA GeForce RTX 
115990,Lenovo,AMD Ryzen 7,,16 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
29990,Acer,Intel Core i3,12th Gen,8 GB,512 GB SSD,0
40490,DELL,Intel Core i3,13th Gen,8 GB,512 GB SSD,0
49565,HP,Intel Core i5,12th Gen,8 GB,512 GB SSD,0
67000,SAMSUNG,Intel Core 5,,8 GB,512 GB SSD,0
38990,Lenovo,AMD Ryzen 7,,16 GB,512 GB SSD,0
32999,HP,Ryzen 3,,8 GB,512 GB SSD,0
45990,ASUS,Ryzen 5,,8 GB,512 GB SSD,0
44190,Lenovo,Intel Core i5,11th Gen,8 GB,512 GB SSD,0
68990,Lenovo,AMD Ryzen 7,,16 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
54790,ASUS,Intel Core i5,11th Gen,8 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
79990,Lenovo,Intel Core i5,12th Gen,16 GB,512 GB SSD,6 GB Graphics/NVIDIA GeForce RTX 
68990,Lenovo,AMD Ryzen 7,,16 GB,512 GB SSD,0
46990,ASUS,Ryzen 5,,16 GB,512 GB SSD,0
189500,Lenovo,Intel Core i9,14th Gen,32 GB,1 TB SSD,8 GB Graphics/NVIDIA GeForce RTX 
38990,ASUS,Ryzen 3,,8 GB,512 GB SSD,0
64990,Lenovo,Intel Core i5,12th Gen,12 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
53990,Acer,Intel Core i5,12th Gen,8 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
61990,DELL,Intel Core i5,13th Gen,16 GB,512 GB SSD,0
63990,Lenovo,Ryzen 5,,8 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
173000,ASUS,AMD Ryzen AI 9,,32 GB,2 TB SSD,8 GB Graphics/NVIDIA GeForce RTX 
54890,HP,Intel Core i5,12th Gen,8 GB,512 GB SSD,0
41990,Acer,Intel Core i3,13th Gen,8 GB,512 GB SSD,0
50100,HP,Intel Core i5,12th Gen,16 GB,512 GB SSD,0
36490,HP,Intel Core i3,12th Gen,8 GB,512 GB SSD,0
54500,DELL,Intel Core i5,13th Gen,16 GB,512 GB SSD,0
50490,HP,Ryzen 5,13th Gen,8 GB,512 GB SSD,0
91990,Lenovo,Intel Core i5,13th Gen,16 GB,1 TB SSD,0
62990,HP,Intel Core i5,12th Gen,8 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce GTX 
54850,HP,Ryzen 5,,16 GB,512 GB SSD,0
56880,DELL,Intel Core i5,13th Gen,8 GB,512 GB SSD,0
47910,DELL,Intel Core i5,13th Gen,8 GB,512 GB SSD,0
68799,Lenovo,Intel Core i5,12th Gen,16 GB,512 GB SSD,6 GB Graphics/NVIDIA GeForce RTX 
52990,SAMSUNG,Intel Core i5,12th Gen,8 GB,512 GB SSD,0
56890,Lenovo,Ryzen 5,,8 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
79990,HP,AMD Ryzen 7,,16 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
33990,MSI,Intel Core i3,12th Gen,8 GB,512 GB SSD,0
109990,SAMSUNG,Intel Core 5,,16 GB,512 GB SSD,0
81990,HP,Intel Core i7,12th Gen,16 GB,1 TB SSD,4 GB Graphics/NVIDIA GeForce RTX 
54990,Infinix,Intel Core Ultra,,16 GB,512 GB SSD,0
61490,Lenovo,Ryzen 5,,8 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce GTX 
61990,Infinix,Intel Core i7,13th Gen,16 GB,512 GB SSD,0
43990,Lenovo,Ryzen 5,,16 GB,512 GB SSD,0
30990,Acer,Intel Core i3,12th Gen,8 GB,512 GB SSD,0
62490,HP,AMD Ryzen 7,,16 GB,512 GB SSD,0
49990,ASUS,Intel Core i5,10th Gen,8 GB,256 GB SSD,0
68990,HP,Intel Core i5,12th Gen,16 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
30990,ASUS,Ryzen 3,,8 GB,512 GB SSD,0
54890,DELL,Intel Core i5,13th Gen,8 GB,512 GB SSD,0
59900,DELL,Intel Core i5,12th Gen,8 GB,512 GB SSD,0
51990,ASUS,Intel Core i5,13th Gen,16 GB,512 GB SSD,0
77990,Lenovo,AMD Ryzen 7,,16 GB,512 GB SSD,6 GB Graphics/NVIDIA GeForce RTX 
58990,Acer,Intel Core i5,12th Gen,16 GB,512 GB SSD,6 GB Graphics/NVIDIA GeForce RTX 
41990,DELL,Ryzen 5,,8 GB,512 GB SSD,0
58990,HP,Intel Core i5,12th Gen,16 GB,512 GB SSD,0
53990,HP,Intel Core i5,13th Gen,8 GB,512 GB SSD,0
26990,Acer,Ryzen 3,,8 GB,512 GB SSD,0
69450,DELL,Intel Core i7,13th Gen,16 GB,512 GB SSD,0
78990,HP,Intel Core i7,12th Gen,16 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
45888,HP,Ryzen 5,,8 GB,512 GB SSD,0
46990,ASUS,Intel Core i5,13th Gen,8 GB,512 GB SSD,0
33990,ASUS,Intel Core i3,12th Gen,8 GB,512 GB SSD,0
68990,HP,Ryzen 5,,8 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
43890,HP,Intel Core i3,13th Gen,8 GB,512 GB SSD,0
108434,ASUS,Intel Core i7,13th Gen,16 GB,512 GB SSD,8 GB Graphics/NVIDIA GeForce RTX 
66990,Lenovo,Intel Core i5,13th Gen,16 GB,512 GB SSD,0
43990,ASUS,Intel Core i5,12th Gen,8 GB,512 GB SSD,0
46990,ASUS,Intel Core i3,12th Gen,8 GB,512 GB SSD,0
35100,DELL,Intel Core i3,11th Gen,8 GB,1 TB HDD,0
68990,Lenovo,Intel Core i5,13th Gen,16 GB,512 GB SSD,0
36490,HP,Ryzen 5,,8 GB,512 GB SSD,0
39990,Acer,Intel Core i5,12th Gen,8 GB,512 GB SSD,0
33990,DELL,Intel Core i3,12th Gen,8 GB,256 GB SSD,0
102199,Acer,Intel Core i7,12th Gen,16 GB,1 TB SSD,8 GB Graphics/NVIDIA GeForce RTX 
49990,Infinix,Intel Core i5,13th Gen,16 GB,512 GB SSD,0
54000,DELL,Intel Core i5,11th Gen,16 GB,512 GB SSD,0
40990,ASUS,Ryzen 5,,16 GB,512 GB SSD,0
44300,ASUS,Intel Core i5,12th Gen,8 GB,512 GB SSD,0
38490,ASUS,Intel Core i3,13th Gen,8 GB,512 GB SSD,0
99999,Lenovo,Intel Core Ultra,,32 GB,1 TB SSD,0
74400,DELL,Intel Core i5,,16 GB,512 GB SSD,6 GB Graphics/NVIDIA GeForce RTX 
38900,HP,Intel Core i3,11th Gen,8 GB,512 GB SSD,0
52500,ASUS,Intel Core i5,13th Gen,16 GB,512 GB SSD,0
53999,DELL,Intel Core i5,11th Gen,8 GB,512 GB SSD,0
37100,HP,Intel Core i3,12th Gen,8 GB,512 GB SSD,0
56990,ASUS,AMD Ryzen 7,,16 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
91190,Lenovo,AMD Ryzen 7,,24 GB,512 GB SSD,8 GB Graphics/NVIDIA GeForce RTX 
59000,HP,Ryzen 5,,8 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce GTX GTX 
35690,HP,Intel Core i3,12th Gen,8 GB,512 GB SSD,0
62990,Lenovo,Intel Core i5,12th Gen,16 GB,1 TB SSD,0
80490,Lenovo,Intel Core i5,13th Gen,16 GB,512 GB SSD,6 GB Graphics/NVIDIA GeForce RTX 
68190,Lenovo,Intel Core i5,12th Gen,16 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
23990,WINGS,Intel Core i3,11th Gen,8 GB,256 GB SSD,0
67990,Acer,Intel Core i7,11th Gen,,,0
69990,Acer,Intel Core i7,13th Gen,16 GB,1 TB SSD,0
59990,ASUS,Intel Core i5,11th Gen,16 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
84990,ASUS,Intel Core i7,12th Gen,16 GB,1 TB SSD,4 GB Graphics/NVIDIA GeForce RTX 
99990,ASUS,Intel Core i7,12th Gen,16 GB,512 GB SSD,8 GB Graphics/NVIDIA GeForce RTX 
81990,DELL,Intel Core i5,13th Gen,16 GB,1 TB SSD,6 GB Graphics/NVIDIA GeForce RTX 
35990,HP,Ryzen 5,,16 GB,512 GB SSD,0
29990,HP,Intel Core N N100,,4 GB,64 GB EMMC,0
35990,HP,Intel Core N N100,,,,0
39000,HP,Intel Core i3,11th Gen,8 GB,512 GB SSD,0
34500,Lenovo,Intel Core i3,11th Gen,8 GB,512 GB SSD,0
33500,Lenovo,Intel Core i3,11th Gen,4 GB,1 TB HDD,0
31990,Lenovo,Ryzen 3,3rd Gen,8 GB,512 GB SSD,0
150990,HP,Intel Core i7,13th Gen,16 GB,512 GB SSD,6 GB Graphics/NVIDIA GeForce RTX 
85990,Acer,Intel Core Ultra,,16 GB,1 TB SSD,0
59900,DELL,Intel Core i5,13th Gen,16 GB,1 TB SSD,0
51900,HP,Ryzen 5,,8 GB,512 GB SSD,0
92500,Acer,Intel Core Ultra,,16 GB,1 TB SSD,0
50999,HP,Intel Core i5,12th Gen,8 GB,512 GB SSD,0
51780,HP,Ryzen 5,,8 GB,512 GB SSD,0
48999,HP,Intel Core i5,12th Gen,8 GB,512 GB SSD,0
72999,ASUS,Intel Core i5,13th Gen,16 GB,512 GB SSD,0
37490,DELL,Intel Core i3,13th Gen,8 GB,512 GB SSD,0
49990,Lenovo,Intel Core i5,11th Gen,8 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce GTX 
186500,HP,Intel Core i7,13th Gen,32 GB,1 TB SSD,0
26990,Lenovo,Intel Celeron Dual Core,,8 GB,512 GB SSD,0
50990,ASUS,Ryzen 5,,16 GB,512 GB SSD,0
139990,ASUS,Intel Core Ultra,,32 GB,1 TB SSD,0
344990,MSI,Intel Core i9,13th Gen,32 GB,2 TB SSD,16 GB Graphics/NVIDIA GeForce RTX 
68642,ASUS,Ryzen 5,,16 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX NVIDIA
418790,MSI,Intel Core i9,14th Gen,64 GB,2 TB SSD,12 GB Graphics/NVIDIA GeForce RTX 
47499,HP,Ryzen 5,,8 GB,512 GB SSD,4 GB Graphics/AMD Radeon AMD Radeon
72990,ASUS,Intel Core i5,13th Gen,16 GB,1 TB SSD,0
50500,HP,Ryzen 5,,8 GB,512 GB SSD,0
94990,ASUS,Qualcomm,,16 GB,1 TB SSD,0
55990,ASUS,Ryzen 5,,8 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
176190,Lenovo,Ryzen 9,,16 GB,1 TB SSD,8 GB Graphics/NVIDIA GeForce RTX 
139990,MSI,Intel Core Ultra,1st Gen,32 GB,1 TB SSD,0
46990,HP,Intel Core i3,,,,0
79990,Lenovo,AMD Ryzen 7,5th Gen,16 GB,512 GB SSD,0
129990,DELL,Intel Core i7,13th Gen,16 GB,1 TB SSD,6 GB Graphics/NVIDIA GeForce RTX RTX 
153990,HP,Intel Core i7,13th Gen,32 GB,1 TB SSD,0
45990,DELL,Intel Core i5,12th Gen,8 GB,512 GB SSD,0
99590,Lenovo,AMD Ryzen 7,5th Gen,16 GB,1 TB SSD,6 GB Graphics/NVIDIA GeForce RTX RTX
129900,ASUS,AMD Ryzen 7,,16 GB,1 TB SSD,6 GB Graphics/NVIDIA GeForce RTX 
60990,ASUS,Ryzen 5,,16 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
174990,Acer,Intel Core i7,13th Gen,16 GB,1 TB SSD,6 GB Graphics/NVIDIA GeForce RTX 
64999,realme,Intel Core i5,11th Gen,16 GB,512 GB SSD,0
77790,HP,Intel Core i7,12th Gen,16 GB,1 TB SSD,0
50190,Lenovo,Intel Core i5,12th Gen,8 GB,512 GB SSD,0
68990,HP,Intel Core i5,13th Gen,16 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
59990,SAMSUNG,Intel Core i5,13th Gen,16 GB,512 GB SSD,0
131990,ASUS,Intel Core i7,13th Gen,16 GB,1 TB SSD,6 GB Graphics/NVIDIA GeForce RTX 
49990,HP,Intel Core i3,12th Gen,8 GB,512 GB SSD,0
65990,HP,Intel Core i5,13th Gen,16 GB,512 GB SSD,0
44999,DELL,Intel Core i3,12th Gen,8 GB,512 GB SSD,0
52990,Acer,Intel Core i5,12th Gen,16 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
64990,ASUS,Intel Core i5,12th Gen,16 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
94990,Acer,Intel Core i7,12th Gen,16 GB,512 GB SSD,6 GB Graphics/NVIDIA GeForce RTX 
85990,Lenovo,Intel Core i5,13th Gen,16 GB,512 GB SSD,6 GB Graphics/NVIDIA GeForce RTX 
91990,ASUS,Intel Core i9,13th Gen,16 GB,512 GB SSD,0
104990,Acer,Intel Core i7,13th Gen,16 GB,1 TB SSD,6 GB Graphics/NVIDIA GeForce RTX 
97990,Lenovo,Intel Core i7,13th Gen,16 GB,512 GB SSD,6 GB Graphics/NVIDIA GeForce RTX 
68690,Lenovo,Ryzen 5,,24 GB,512 GB SSD,6 GB Graphics/NVIDIA GeForce RTX 
57980,HP,Intel Core i5,12th Gen,8 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
81900,Lenovo,Ryzen 5,,16 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
116990,ASUS,Intel Core Ultra,,16 GB,1 TB SSD,0
60490,Lenovo,Ryzen 5,,16 GB,512 GB SSD,0
76990,Lenovo,AMD Ryzen 7,,16 GB,1 TB SSD,0
44890,ASUS,Intel Core i5,12th Gen,8 GB,512 GB SSD,0
73990,Lenovo,Intel Core i5,12th Gen,16 GB,512 GB SSD,6 GB Graphics/NVIDIA GeForce RTX 
249990,MSI,Intel Core Ultra,,32 GB,2 TB SSD,8 GB Graphics/NVIDIA GeForce RTX 
205990,ASUS,Intel Core i9,14th Gen,16 GB,1 TB SSD,8 GB Graphics/NVIDIA GeForce RTX 
151190,Lenovo,Intel Core Ultra,,16 GB,1 TB SSD,0
52990,MSI,Intel Core i7,12th Gen,16 GB,512 GB SSD,0
62990,HP,Intel Core 5,,8 GB,512 GB SSD,0
77800,DELL,Intel Core i5,12th Gen,16 GB,512 GB SSD,0
40990,HP,Intel Core N N200,,,,0
80690,Lenovo,Intel Core 5,,16 GB,512 GB SSD,0
54990,MSI,Intel Core i7,12th Gen,16 GB,512 GB SSD,0
43490,HP,Intel Core i3,13th Gen,8 GB,512 GB SSD,0
161990,HP,Ryzen 9,,16 GB,1 TB SSD,8 GB Graphics/NVIDIA GeForce RTX 
69090,Lenovo,Intel Core i5,12th Gen,16 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
87990,MSI,Intel Core i5,13th Gen,16 GB,512 GB SSD,0
181317,ASUS,Intel Core Ultra,,16 GB,1 TB SSD,8 GB Graphics/NVIDIA GeForce RTX 
189990,Acer,Intel Core i7,14th Gen,16 GB,1 TB SSD,8 GB Graphics/NVIDIA GeForce RTX 
131000,Lenovo,Intel Core Ultra,,16 GB,1 TB SSD,6 GB Graphics/NVIDIA GeForce RTX 
149990,Acer,Intel Core i5,13th Gen,16 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
47990,ASUS,Intel Core i5,12th Gen,16 GB,512 GB SSD,0
37990,DELL,Ryzen 5,,8 GB,512 GB SSD,0
149990,ASUS,Intel Core i7,13th Gen,16 GB,1 TB SSD,8 GB Graphics/NVIDIA GeForce RTX 
134999,DELL,Intel Core i7,13th Gen,16 GB,512 GB SSD,6 GB Graphics/NVIDIA GeForce RTX 
70990,DELL,Intel Core i3,13th Gen,8 GB,1 TB SSD,0
59799,HP,Ryzen 5,,8 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
58490,HP,Intel Core i7,12th Gen,16 GB,512 GB SSD,0
95990,ASUS,Intel Core i7,13th Gen,16 GB,512 GB SSD,6 GB Graphics/NVIDIA GeForce RTX 
62190,Lenovo,Intel Core i5,12th Gen,12 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
37990,DELL,Intel Core i3,13th Gen,8 GB,512 GB SSD,0
54990,ASUS,AMD Ryzen 7,,8 GB,512 GB SSD,4 GB Graphics/NVIDIA GeForce RTX 
40990,HP,Intel Core i3,12th Gen,16 GB,512 GB SSD,0
94990,HP,Intel Core i7,12th Gen,16 GB,512 GB SSD,6 GB Graphics/NVIDIA GeForce RTX 
50500,HP,Intel Core i5,12th Gen,16 GB,512 GB SSD,0
44490,Acer,AMD Ryzen 7,,16 GB,1 TB SSD,0
59990,Acer,Ryzen 5,,16 GB,512 GB SSD,6 GB Graphics/NVIDIA GeForce RTX 
48160,HP,Intel Core i5,12th Gen,8 GB,512 GB SSD,0
59740,DELL,Intel Core i5,13th Gen,8 GB,1 TB SSD,0
72890,Lenovo,Intel Core i5,13th Gen,16 GB,512 GB SSD,0
61990,DELL,Intel Core i5,12th Gen,16 GB,512 GB SSD,0
105890,Lenovo,Intel Core i7,13th Gen,24 GB,512 GB SSD,8 GB Graphics/NVIDIA GeForce RTX 
54990,HP,Ryzen 5,,8 GB,512 GB SSD,0
82190,Lenovo,AMD Ryzen 7,,24 GB,512 GB SSD,6 GB Graphics/NVIDIA GeForce RTX 
44990,Lenovo,Ryzen 5,,8 GB,512 GB SSD,0
64990,Infinix,Intel Core Ultra,,16 GB,512 GB SSD,0
76990,Lenovo,Intel Core i5,13th Gen,16 GB,1 TB SSD,0
73990,DELL,Intel Core i5,13th Gen,16 GB,512 GB SSD,6 GB Graphics/NVIDIA GeForce RTX GEFORCE RTX 
74890,DELL,Intel Core i5,13th Gen,16 GB,512 GB SSD,6 GB Graphics/NVIDIA GeForce RTX 
44890,HP,Intel Core i3,11th Gen,8 GB,512 GB SSD,0
